CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;22;15;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Abandono Voluntario;Hombres;0;22;8;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;6;4;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Graduado;Hombres;46;0;0;0;5.31;83.34;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Graduado;Mujeres;7;0;0;0;5.57;77.77;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;2;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;5;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a InformÃ¡tica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Abandono Voluntario;Hombres;0;65;30;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Abandono Voluntario;Mujeres;0;9;5;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;19;10;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;5;4;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Graduado;Hombres;109;0;0;0;5.78;76.85;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Graduado;Mujeres;15;0;0;0;5.36;79.61;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;38;23;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;8;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;15;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a MecÃ¡nica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;6;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Abandono Voluntario;Hombres;0;15;6;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Abandono Voluntario;Mujeres;0;7;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Graduado;Hombres;21;0;0;0;5.06;82.70;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Graduado;Mujeres;15;0;0;0;4.80;92.25;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;6;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;6;;;31/05/2021
2019;Alajuela;Bachillerato: IngenierÃ­a QuÃ­mica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Abandono Voluntario;Hombres;0;5;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Abandono Voluntario;Mujeres;0;3;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Graduado;Hombres;26;0;0;0;4.21;88.83;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Graduado;Mujeres;35;0;0;0;4.21;86.52;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;Bachillerato: Ingeniero en DiseÃ±o Industrial y Desarrollo de Producto;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Abandono Voluntario;Hombres;0;3;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Abandono Voluntario;Mujeres;0;9;5;0;;;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Graduado;Hombres;5;0;0;0;4.40;96.69;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Graduado;Mujeres;23;0;0;0;4.54;93.57;31/05/2021
2019;Alajuela;Bachillerato: Lenguas Modernas;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Infantil;Bachillerato;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Infantil;Bachillerato;Abandono Voluntario;Mujeres;0;15;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Infantil;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Infantil;Bachillerato;Graduado;Hombres;2;0;0;0;4.00;100.00;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Infantil;Bachillerato;Graduado;Mujeres;107;0;0;0;4.21;96.13;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Infantil;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Abandono Voluntario;Hombres;0;18;9;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Abandono Voluntario;Mujeres;0;19;8;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Graduado;Hombres;53;0;0;0;4.82;89.24;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Graduado;Mujeres;177;0;0;0;4.27;95.01;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Magisterio en EducaciÃ³n Primaria;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Abandono Voluntario;Hombres;0;21;11;0;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Abandono Voluntario;Mujeres;0;20;5;0;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;9;7;0;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Graduado;Hombres;33;0;0;0;5.29;88.06;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Graduado;Mujeres;39;0;0;0;5.00;86.55;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;3;;;31/05/2021
2019;Alajuela;Bachillerato: Marketing e InvestigaciÃ³n de Mercados;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Abandono Voluntario;Hombres;0;8;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Abandono Voluntario;Mujeres;0;6;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;2;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Graduado;Hombres;17;0;0;0;5.53;76.62;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Graduado;Mujeres;10;0;0;0;5.67;77.03;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;5;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;4;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;6;;;31/05/2021
2019;Alajuela;Bachillerato: MatemÃ¡ticas;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Abandono Voluntario;Hombres;0;7;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Abandono Voluntario;Mujeres;0;10;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Graduado;Hombres;89;0;0;0;6.12;96.13;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Graduado;Mujeres;187;0;0;0;6.03;97.82;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;Bachillerato: Medicina;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Bachillerato: Ãptica y OptometrÃ­a;Bachillerato;Abandono Voluntario;Hombres;0;6;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: Ãptica y OptometrÃ­a;Bachillerato;Abandono Voluntario;Mujeres;0;3;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Ãptica y OptometrÃ­a;Bachillerato;Graduado;Hombres;8;0;0;0;4.25;93.93;31/05/2021
2019;Alajuela;Bachillerato: Ãptica y OptometrÃ­a;Bachillerato;Graduado;Mujeres;33;0;0;0;4.35;89.94;31/05/2021
2019;Alajuela;Bachillerato: Ãptica y OptometrÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Periodismo;Bachillerato;Abandono Voluntario;Hombres;0;3;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Periodismo;Bachillerato;Abandono Voluntario;Mujeres;0;5;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Periodismo;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Periodismo;Bachillerato;Graduado;Hombres;20;0;0;0;4.56;96.75;31/05/2021
2019;Alajuela;Bachillerato: Periodismo;Bachillerato;Graduado;Mujeres;26;0;0;0;4.08;99.20;31/05/2021
2019;Alajuela;Bachillerato: Periodismo;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;Bachillerato: Programa conjunto ADE/Derecho;Bachillerato;Abandono Voluntario;Mujeres;0;2;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Programa conjunto ADE/Derecho;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Abandono Voluntario;Hombres;0;13;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Abandono Voluntario;Mujeres;0;14;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;7;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;5;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Graduado;Hombres;45;0;0;0;4.89;82.67;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Graduado;Mujeres;49;0;0;0;4.89;84.65;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;10;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021
2019;Alajuela;Bachillerato: QuÃ­mica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;8;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Abandono Voluntario;Hombres;0;28;13;0;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Abandono Voluntario;Mujeres;0;52;17;0;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Graduado;Hombres;51;0;0;0;5.23;84.50;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Graduado;Mujeres;58;0;0;0;5.30;88.29;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Relaciones Laborales y Recursos Humanos;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;7;;;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Abandono Voluntario;Hombres;0;2;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Abandono Voluntario;Mujeres;0;8;5;0;;;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Graduado;Hombres;14;0;0;0;4.17;92.95;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Graduado;Mujeres;55;0;0;0;4.20;93.42;31/05/2021
2019;Alajuela;Bachillerato: Terapia Ocupacional;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;2;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Trabajo Social;Bachillerato;Abandono Voluntario;Hombres;0;9;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Trabajo Social;Bachillerato;Abandono Voluntario;Mujeres;0;19;4;0;;;31/05/2021
2019;Alajuela;Bachillerato: Trabajo Social;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Trabajo Social;Bachillerato;Graduado;Hombres;22;0;0;0;4.73;90.42;31/05/2021
2019;Alajuela;Bachillerato: Trabajo Social;Bachillerato;Graduado;Mujeres;120;0;0;0;4.23;94.63;31/05/2021
2019;Alajuela;Bachillerato: Trabajo Social;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Abandono Voluntario;Hombres;0;7;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Abandono Voluntario;Mujeres;0;10;2;0;;;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Graduado;Hombres;10;0;0;0;4.57;90.65;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Graduado;Mujeres;27;0;0;0;4.58;91.69;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Turismo;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;1;0;;;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Abandono Voluntario;Hombres;0;4;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Abandono Voluntario;Mujeres;0;14;3;0;;;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Graduado;Hombres;36;0;0;0;5.44;90.32;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Graduado;Mujeres;95;0;0;0;5.36;90.24;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2019;Alajuela;Bachillerato: Veterinaria;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;6;;;31/05/2021
2019;Alajuela;Historia;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Historia;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Historia;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2019;Alajuela;Historia del Arte;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2019;Alajuela;Historia del Arte;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Ingenierio QuÃ­mico;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;2;0;0;;;31/05/2021
2019;Alajuela;Ingeniero en InformÃ¡tica;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;3;0;0;;;31/05/2021
2019;Alajuela;Ingeniero en InformÃ¡tica;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Ingeniero Industrial;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;4;0;0;;;31/05/2021
2019;Alajuela;Ingeniero Industrial;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2019;Alajuela;Ingeniero Industrial;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Ingeniero TÃ©cnico Industrial;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Ingeniero TÃ©cnico Industrial, Esp. Electricidad;Diplomatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;Ingeniero TÃ©cnico Industrial, Esp. MecÃ¡nica;Diplomatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2019;Alajuela;Licenciado en AdministraciÃ³n y DirecciÃ³n de Empresas;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;Licenciado en AdministraciÃ³n y DirecciÃ³n de Empresas;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Licenciado en EconomÃ­a;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;Licenciado en EconomÃ­a;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2019;Alajuela;Licenciado en MatemÃ¡ticas;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2019;Alajuela;MÃ¡ster: AbogacÃ­a;MÃ¡ster;Abandono Voluntario;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: AbogacÃ­a;MÃ¡ster;Graduado;Hombres;38;0;0;0;2.00;99.77;31/05/2021
2019;Alajuela;MÃ¡ster: AbogacÃ­a;MÃ¡ster;Graduado;Mujeres;56;0;0;0;1.98;100.00;31/05/2021
2019;Alajuela;MÃ¡ster: Aprendizaje a lo largo de la vida: IniciaciÃ³n a la investigaciÃ³n;MÃ¡ster;Abandono Voluntario;Hombres;0;2;1;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: Aprendizaje a lo largo de la vida: IniciaciÃ³n a la investigaciÃ³n;MÃ¡ster;Abandono Voluntario;Mujeres;0;3;2;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: Aprendizaje a lo largo de la vida: IniciaciÃ³n a la investigaciÃ³n;MÃ¡ster;Graduado;Hombres;6;0;0;0;1.40;91.14;31/05/2021
2019;Alajuela;MÃ¡ster: Aprendizaje a lo largo de la vida: IniciaciÃ³n a la investigaciÃ³n;MÃ¡ster;Graduado;Mujeres;10;0;0;0;1.00;96.77;31/05/2021
2019;Alajuela;MÃ¡ster: Arquitectura;MÃ¡ster;Abandono Voluntario;Hombres;0;1;1;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: Arquitectura;MÃ¡ster;Graduado;Hombres;23;0;0;0;1.50;84.07;31/05/2021
2019;Alajuela;MÃ¡ster: Arquitectura;MÃ¡ster;Graduado;Mujeres;37;0;0;0;1.43;82.06;31/05/2021
2019;Alajuela;MÃ¡ster: AuditorÃ­a;MÃ¡ster;Abandono Voluntario;Hombres;0;2;2;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: AuditorÃ­a;MÃ¡ster;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: AuditorÃ­a;MÃ¡ster;Graduado;Hombres;11;0;0;0;1.00;100.00;31/05/2021
2019;Alajuela;MÃ¡ster: AuditorÃ­a;MÃ¡ster;Graduado;Mujeres;12;0;0;0;1.18;98.36;31/05/2021
2019;Alajuela;MÃ¡ster: BiologÃ­a Molecular y Celular;MÃ¡ster;Abandono Voluntario;Mujeres;0;1;1;0;;;31/05/2021
2019;Alajuela;MÃ¡ster: BiologÃ­a Molecular y Celular;MÃ¡ster;Graduado;Hombres;4;0;0;0;1.00;100.00;31/05/2021
2019;Alajuela;MÃ¡ster: BiologÃ­a Molecular y Celular;MÃ¡ster;Graduado;Mujeres;13;0;0;0;1.38;96.32;31/05/2021
2019;Alajuela;MÃ¡ster: BiotecnologÃ­a Cuantitativa;MÃ¡ster;Graduado;Hombres;4;0;0;0;1.00;100.00;31/05/2021
